Observation Year,Standard Week,Pest Value,MaxT(°C),MinT(°C),RH1(%),RH2(%),RF(mm),WS(kmph),SSH(hrs),EVP(mm),Location,Pest/Disease.1,Pest/Disease.2.1,Combo
2006,45,,31.2,14.8,72,38,0,2.1,5.1,3.1,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,45,1.4,30.8,17.3,85,39,0,0.5,7,3.7,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,45,2.2,30.8,17.3,85,39,0,0.5,7,3.7,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,45,9.9,30.8,17.3,85,39,0,0.5,7,3.7,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,45,0.2,30.8,17.3,85,39,0,0.5,7,3.7,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,45,1,30.8,17.3,85,39,0,0.5,7,3.7,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2006,45,3.5,30.8,17.3,85,39,0,0.5,7,3.7,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,45,4,30.8,17.3,85,39,0,0.5,7,3.7,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,46,,28.7,14.4,77,43,0,1.5,4.1,2.5,Sirsa,AmericanBollworm-Adult ,Number/ Pheromone trap,AmericanBollworm-Adult _Number/ Pheromone trap
2006,46,,28.7,14.4,77,43,0,1.5,4.1,2.5,Sirsa,PinkBollworm ,Number/ Pheromone trap,PinkBollworm _Number/ Pheromone trap
2006,46,,28.7,14.4,77,43,0,1.3,4.1,2.5,Sirsa,Spodoptera ,Number/ Pheromone trap,Spodoptera _Number/ Pheromone trap
2006,46,,28.7,14.4,77,43,0,1.5,4.1,2.5,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,46,0.2,30.8,14.1,81,29,0,0.7,8.1,4.3,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,46,1.3,30.8,14.1,81,29,0,0.7,8.1,4.3,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,46,44.5,30.8,14.1,81,29,0,0.7,8.1,4.3,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,46,0.1,30.8,14.1,81,29,0,0.7,8.1,4.3,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,46,0.5,30.8,14.1,81,29,0,0.7,8.1,4.3,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2006,46,7.5,30.8,14.1,81,29,0,0.7,8.1,4.3,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,46,2.8,30.8,14.1,81,29,0,0.7,8.1,4.3,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,47,,24.6,12.6,79,49,5.4,1.4,4.9,2.9,Sirsa,AmericanBollworm-Adult ,Number/ Pheromone trap,AmericanBollworm-Adult _Number/ Pheromone trap
2006,47,,24.6,12.6,79,49,5.4,1.4,4.9,2.9,Sirsa,PinkBollworm ,Number/ Pheromone trap,PinkBollworm _Number/ Pheromone trap
2006,47,,24.6,12.6,79,49,5.4,0.7,4.9,2.9,Sirsa,Spodoptera ,Number/ Pheromone trap,Spodoptera _Number/ Pheromone trap
2006,47,,24.6,12.6,79,49,5.4,1.4,4.9,2.9,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,47,0,31.2,15.1,78,33,0.2,0.3,7.3,4,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,47,1.5,31.2,15.1,78,33,0.2,0.3,7.3,4,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2006,47,7,31.2,15.1,78,33,0.2,0.3,7.3,4,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,47,11,31.2,15.1,78,33,0.2,0.3,7.3,4,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,47,0.3,31.2,15.1,78,33,0.2,0.3,7.3,4,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,47,1,31.2,15.1,78,33,0.2,0.3,7.3,4,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,47,66.6,31.2,15.1,78,33,0.2,0.3,7.3,4,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,48,,24.5,7.4,64,28,0,1.1,5.6,2.6,Sirsa,AmericanBollworm-Adult ,Number/ Pheromone trap,AmericanBollworm-Adult _Number/ Pheromone trap
2006,48,,24.5,7.4,64,28,0,1.1,5.6,2.6,Sirsa,PinkBollworm ,Number/ Pheromone trap,PinkBollworm _Number/ Pheromone trap
2006,48,,24.5,7.4,64,28,0,0.8,5.6,2.6,Sirsa,Spodoptera ,Number/ Pheromone trap,Spodoptera _Number/ Pheromone trap
2006,48,,24.5,7.4,64,28,0,1.1,5.6,2.6,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,48,0.1,32,19.1,82,42,0,0.8,6.4,4.3,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,48,1.2,32,19.1,82,42,0,0.8,6.4,4.3,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,48,138,32,19.1,82,42,0,0.8,6.4,4.3,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,48,0.4,32,19.1,82,42,0,0.8,6.4,4.3,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,48,7,32,19.1,82,42,0,0.8,6.4,4.3,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,48,11.2,32,19.1,82,42,0,0.8,6.4,4.3,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,48,0,32,19.1,82,42,0,0.8,6.4,4.3,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2006,49,,21.2,8.1,79,47,0,1.4,5.5,2,Sirsa,AmericanBollworm-Adult ,Number/ Pheromone trap,AmericanBollworm-Adult _Number/ Pheromone trap
2006,49,,21.2,8.1,79,47,0,1.4,5.5,2,Sirsa,PinkBollworm ,Number/ Pheromone trap,PinkBollworm _Number/ Pheromone trap
2006,49,,21.2,8.1,79,47,0,0.7,5.5,2,Sirsa,Spodoptera ,Number/ Pheromone trap,Spodoptera _Number/ Pheromone trap
2006,49,,21.2,8.1,79,47,0,1.4,5.5,2,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,49,0.2,31.5,16.1,78,33,0,0.6,7.5,4.2,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,49,0.3,31.5,16.1,78,33,0,0.6,7.5,4.2,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,49,207,31.5,16.1,78,33,0,0.6,7.5,4.2,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,49,0.1,31.5,16.1,78,33,0,0.6,7.5,4.2,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,49,4.5,31.5,16.1,78,33,0,0.6,7.5,4.2,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,49,12.6,31.5,16.1,78,33,0,0.6,7.5,4.2,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,49,0,31.5,16.1,78,33,0,0.6,7.5,4.2,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2006,50,,20.1,6.7,75,40,0,0,4.8,2.1,Sirsa,Spodoptera ,Number/ Pheromone trap,Spodoptera _Number/ Pheromone trap
2006,50,,20.1,6.7,75,40,0,1.9,4.8,2.1,Sirsa,AmericanBollworm-Adult ,Number/ Pheromone trap,AmericanBollworm-Adult _Number/ Pheromone trap
2006,50,,20.1,6.7,75,40,0,1.9,4.8,2.1,Sirsa,PinkBollworm ,Number/ Pheromone trap,PinkBollworm _Number/ Pheromone trap
2006,50,,20.1,6.7,75,40,0,1.9,4.8,2.1,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,50,0.7,30,12.4,77,31,0,0.7,8.1,4.4,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,50,98,30,12.4,77,31,0,0.7,8.1,4.4,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,50,0.1,30,12.4,77,31,0,0.7,8.1,4.4,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,50,1.5,30,12.4,77,31,0,0.7,8.1,4.4,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,50,13.2,30,12.4,77,31,0,0.7,8.1,4.4,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,50,0,30,12.4,77,31,0,0.7,8.1,4.4,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2006,50,0,30,12.4,77,31,0,0.7,8.1,4.4,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,51,,23.3,8.1,76,28,0,1.5,5.2,2,Sirsa,AmericanBollworm-Adult ,Number/ Pheromone trap,AmericanBollworm-Adult _Number/ Pheromone trap
2006,51,,23.3,8.1,76,28,0,1.5,5.2,2,Sirsa,PinkBollworm ,Number/ Pheromone trap,PinkBollworm _Number/ Pheromone trap
2006,51,,23.3,8.1,76,28,0,0.7,5.2,2,Sirsa,Spodoptera ,Number/ Pheromone trap,Spodoptera _Number/ Pheromone trap
2006,51,,23.3,8.1,76,28,0,1.5,5.2,2,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,51,0.4,28.6,10,75,26,0,0.6,8.2,3.7,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,51,1.4,28.6,10,75,26,0,0.6,8.2,3.7,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,51,55.7,28.6,10,75,26,0,0.6,8.2,3.7,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,51,0.7,28.6,10,75,26,0,0.6,8.2,3.7,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,51,6.5,28.6,10,75,26,0,0.6,8.2,3.7,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,51,14.2,28.6,10,75,26,0,0.6,8.2,3.7,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,51,0,28.6,10,75,26,0,0.6,8.2,3.7,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2006,52,,20.8,6.9,83,47,0,1.9,5.2,2,Sirsa,AmericanBollworm-Adult ,Number/ Pheromone trap,AmericanBollworm-Adult _Number/ Pheromone trap
2006,52,,20.8,6.9,83,47,0,1.9,5.2,2,Sirsa,PinkBollworm ,Number/ Pheromone trap,PinkBollworm _Number/ Pheromone trap
2006,52,,20.8,6.9,83,47,0,0.8,5.2,2,Sirsa,Spodoptera ,Number/ Pheromone trap,Spodoptera _Number/ Pheromone trap
2006,52,,20.8,6.9,83,47,0,1.9,5.2,2,Sirsa,SpottedBollworm-Adult ,Number/ Pheromone trap,SpottedBollworm-Adult _Number/ Pheromone trap
2006,52,0.7,29.2,13.8,79,38,0,0.3,6.9,3.4,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2006,52,1.8,29.2,13.8,79,38,0,0.3,6.9,3.4,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2006,52,91.8,29.2,13.8,79,38,0,0.3,6.9,3.4,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2006,52,0.2,29.2,13.8,79,38,0,0.3,6.9,3.4,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2006,52,3,29.2,13.8,79,38,0,0.3,6.9,3.4,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2006,52,14.2,29.2,13.8,79,38,0,0.3,6.9,3.4,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2006,52,0,29.2,13.8,79,38,0,0.3,6.9,3.4,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,1,,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,1,,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,1,,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,1,,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,1,0.8,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,1,84.7,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,1,0.2,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,1,4,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,1,36.2,28.4,11.4,72,26,0,0.4,7.9,4.2,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,2,,29.5,12,72,30,0,0.2,7.8,4.2,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,2,,29.5,12,72,30,0,0.2,7.8,4.2,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,2,,29.5,12,72,30,0,0.2,7.8,4.2,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,2,,29.5,12,72,30,0,0.2,7.8,4.2,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,2,0.4,29.5,12,72,30,0,0.2,7.8,4.2,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,2,117,29.5,12,72,30,0,0.2,7.8,4.2,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,2,0.2,29.5,12,72,30,0,0.2,7.8,4.2,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,2,1.5,29.5,12,72,30,0,0.2,7.8,4.2,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,2,33.4,29.5,12,72,30,0,0.2,7.8,4.2,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,3,,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,3,,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,3,,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,3,,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,3,,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,3,1.1,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,3,0.3,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,3,3,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,3,17.8,29.7,11.8,67,22,0,1.7,7.8,4.9,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,4,,31.2,12.9,61,21,0,1.6,8.4,5.6,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,5,,32.5,16.8,60,26,0,1.3,6.9,5.6,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,6,,32.7,17.5,61,23,0,3.4,7.7,6.7,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,7,,29.6,15.1,63,25,0,4.7,8.6,6.5,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,8,,33.2,15.8,47,21,0,3.7,9.1,7.7,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,9,,33.4,16.8,56,29,0,4.2,8.9,8,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,Whitefly ,Number/ 3 leaves,Whitefly _Number/ 3 leaves
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,Thrips ,Number/ 3 leaves,Thrips _Number/ 3 leaves
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,Jassid ,Number/ 3 leaves,Jassid _Number/ 3 leaves
2007,10,,34.1,17.7,51,31,0,3.7,8.5,8.3,Akola,Aphid ,Number/ 3 leaves,Aphid _Number/ 3 leaves
2007,11,,34.9,18.4,58,31,0,3.6,7.7,7.6,Akola,Mealybug ,Number/ plant,Mealybug _Number/ plant
2007,11,,34.9,18.4,58,31,0,3.6,7.7,7.6,Akola,PinkBollworm-Larva ,Number/ 20 green bolls,PinkBollworm-Larva _Number/ 20 green bolls
2007,11,,34.9,18.4,58,31,0,3.6,7.7,7.6,Akola,AmericanBollworm-Egg ,Number/ 5 plants,AmericanBollworm-Egg _Number/ 5 plants
2007,11,,34.9,18.4,58,31,0,3.6,7.7,7.6,Akola,AmericanBollworm-Larva ,Number/ 5 plants,AmericanBollworm-Larva _Number/ 5 plants
2007,11,,34.9,18.4,58,31,0,3.6,7.7,7.6,Akola,SpottedBollworm-Larva ,Number/ 5 plants,SpottedBollworm-Larva _Number/ 5 plants
